Category,Context,Question,Expected_Answer,Model,Model_Answer,Cosine_Similarity,Exact_Match,F1_Score,,Average of Cosine Similarity of DistilBERT,Average of Cosine Similarity of BERT,Average of Cosine Similarity of RoBERTa,Average of Cosine Similarity of Sentence-BERT,Average of Cosine Similarity of LDA,,Average of Exact Match of DistilBERT,Average of Exact Match of BERT,Average of Exact Match of RoBERTa,Average of Exact Match of Sentence-BERT,Average of Exact Match of LDA,,Average of F1 Score of  DistilBERT,Average of F1 Score of  BERT,Average of F1 Score of  RoBERTa,Average of F1 Score of  Sentence-BERT,Average of F1 Score of  LDA
sports,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals. The World Gatka Federation (Amritsar) standardizes rules for competitive sparring. Demonstrations feature at Golden Temple on Hola Mohalla. The sport emphasizes spiritual discipline alongside physical training. Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival. Safety gear like turbans and padding is mandatory in tournaments. The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating.",What weapons are used in Gatka?,Wooden sticks (soti) and shields (farri),Sentence-BERT,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals",0.5667858,0,0.52173913,,,,,,,,,,,,,,,,,,
sports,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals. The World Gatka Federation (Amritsar) standardizes rules for competitive sparring. Demonstrations feature at Golden Temple on Hola Mohalla. The sport emphasizes spiritual discipline alongside physical training. Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival. Safety gear like turbans and padding is mandatory in tournaments. The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating.",What weapons are used in Gatka?,Wooden sticks (soti) and shields (farri),LDA,Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival,0.127906,0,0.095238095,,,,,,,,,,,,,,,,,,
sports,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals. The World Gatka Federation (Amritsar) standardizes rules for competitive sparring. Demonstrations feature at Golden Temple on Hola Mohalla. The sport emphasizes spiritual discipline alongside physical training. Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival. Safety gear like turbans and padding is mandatory in tournaments. The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating.",Where was the 2023 Gatka World Cup held?,"Ludhiana, Punjab",DistilBERT,Ludhiana,0.7757396,0,0,,,,,,,,,,,,,,,,,,
sports,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals. The World Gatka Federation (Amritsar) standardizes rules for competitive sparring. Demonstrations feature at Golden Temple on Hola Mohalla. The sport emphasizes spiritual discipline alongside physical training. Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival. Safety gear like turbans and padding is mandatory in tournaments. The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating.",Where was the 2023 Gatka World Cup held?,"Ludhiana, Punjab",BERT,Ludhiana,0.7757396,0,0,,,,,,,,,,,,,,,,,,
sports,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals. The World Gatka Federation (Amritsar) standardizes rules for competitive sparring. Demonstrations feature at Golden Temple on Hola Mohalla. The sport emphasizes spiritual discipline alongside physical training. Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival. Safety gear like turbans and padding is mandatory in tournaments. The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating.",Where was the 2023 Gatka World Cup held?,"Ludhiana, Punjab",RoBERTa,Ludhiana,0.7757396,0,0,,,,,,,,,,,,,,,,,,
sports,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals. The World Gatka Federation (Amritsar) standardizes rules for competitive sparring. Demonstrations feature at Golden Temple on Hola Mohalla. The sport emphasizes spiritual discipline alongside physical training. Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival. Safety gear like turbans and padding is mandatory in tournaments. The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating.",Where was the 2023 Gatka World Cup held?,"Ludhiana, Punjab",Sentence-BERT,The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating,0.38496286,0,0,,,,,,,,,,,,,,,,,,
sports,"Gatka, the Sikh martial art, is performed with wooden sticks (soti) and shields (farri) during religious festivals. The World Gatka Federation (Amritsar) standardizes rules for competitive sparring. Demonstrations feature at Golden Temple on Hola Mohalla. The sport emphasizes spiritual discipline alongside physical training. Gatka was historically used by Sikh warriors and is now part of Punjab's cultural revival. Safety gear like turbans and padding is mandatory in tournaments. The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating.",Where was the 2023 Gatka World Cup held?,"Ludhiana, Punjab",LDA,The 2023 Gatka World Cup was held in Ludhiana with 15+ countries participating,0.38496286,0,0,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Name an Indian world champion in roller skating.,Anup Kumar Yama (artistic skating),DistilBERT,Anup Kumar Yama,0.80550265,0,0.75,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Name an Indian world champion in roller skating.,Anup Kumar Yama (artistic skating),BERT,Anup Kumar Yama,0.80550265,0,0.75,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Name an Indian world champion in roller skating.,Anup Kumar Yama (artistic skating),RoBERTa,Anup Kumar Yama,0.80550265,0,0.75,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Name an Indian world champion in roller skating.,Anup Kumar Yama (artistic skating),Sentence-BERT,"India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating)",0.712478,0,0.421052632,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Name an Indian world champion in roller skating.,Anup Kumar Yama (artistic skating),LDA,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India",0.4183583,0,0,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Which two cities have major roller skating facilities?,Bengaluru and Indore,DistilBERT,Bengaluru and Indore,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Which two cities have major roller skating facilities?,Bengaluru and Indore,BERT,Bengaluru and Indore,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Which two cities have major roller skating facilities?,Bengaluru and Indore,RoBERTa,Bengaluru and Indore,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Which two cities have major roller skating facilities?,Bengaluru and Indore,Sentence-BERT,"Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India",0.22427447,0,0.111111111,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",Which two cities have major roller skating facilities?,Bengaluru and Indore,LDA,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India",0.16024248,0,0,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",How many medals did India win at 2022 Asian Roller Championships?,37,DistilBERT,37,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",How many medals did India win at 2022 Asian Roller Championships?,37,BERT,37,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",How many medals did India win at 2022 Asian Roller Championships?,37,RoBERTa,37,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",How many medals did India win at 2022 Asian Roller Championships?,37,Sentence-BERT,The 2022 Asian Championships saw India win 37 medals,0.13542292,0,0.2,,,,,,,,,,,,,,,,,,
sports,"Roller sports (skating/blading) are popular in Indian schools, governed by the Roller Skating Federation of India. India ranks in top-10 globally, with Anup Kumar Yama (world champion in artistic skating). The 2022 Asian Championships saw India win 37 medals. Disciplines include speed, artistic, and roller hockey. Challenges include rink shortages and perception as a 'children's sport.' Bengaluru and Indore host major training centers. Roller derby and skateboarding are emerging urban trends, though not yet organized competitively in India.",How many medals did India win at 2022 Asian Roller Championships?,37,LDA,The 2022 Asian Championships saw India win 37 medals,0.13542292,0,0.2,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Which Indian states are Sepak Takraw strongholds?,Mizoram and Manipur,DistilBERT,Mizoram and Manipur,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Which Indian states are Sepak Takraw strongholds?,Mizoram and Manipur,BERT,Mizoram and Manipur,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Which Indian states are Sepak Takraw strongholds?,Mizoram and Manipur,RoBERTa,Mizoram and Manipur,1.0000002,1,1,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Which Indian states are Sepak Takraw strongholds?,Mizoram and Manipur,Sentence-BERT,"The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur",0.40366095,0,0.333333333,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Which Indian states are Sepak Takraw strongholds?,Mizoram and Manipur,LDA,"The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur",0.40366095,0,0.333333333,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",What material is the traditional Sepak Takraw ball made of?,Rattan (palm stem),DistilBERT,rattan,0.7119048,0,0.5,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",What material is the traditional Sepak Takraw ball made of?,Rattan (palm stem),BERT,rattan,0.7119048,0,0.5,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",What material is the traditional Sepak Takraw ball made of?,Rattan (palm stem),RoBERTa,rattan,0.7119048,0,0.5,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",What material is the traditional Sepak Takraw ball made of?,Rattan (palm stem),Sentence-BERT,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball",0.36949605,0,0.111111111,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",What material is the traditional Sepak Takraw ball made of?,Rattan (palm stem),LDA,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball",0.36949605,0,0.111111111,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Name a signature move in Sepak Takraw.,Sunback spike,DistilBERT,rattan ball,0.26052672,0,0,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Name a signature move in Sepak Takraw.,Sunback spike,BERT,sunback spike,1.0000001,1,1,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Name a signature move in Sepak Takraw.,Sunback spike,RoBERTa,sunback spike.',0.9495011,0,0.5,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Name a signature move in Sepak Takraw.,Sunback spike,Sentence-BERT,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball",0.13160771,0,0,,,,,,,,,,,,,,,,,,
sports,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball. The Amateur Sepak Takraw Association of India promotes the sport, popular in Mizoram and Manipur. Players use feet, knees, and heads to volley the ball over a net. India won bronze at the 2014 Asian Games. The sport requires acrobatic kicks like the 'sunback spike.' Limited TV coverage hinders its growth, though school-level tournaments are increasing. The 2023 National Championships featured 22 states.",Name a signature move in Sepak Takraw.,Sunback spike,LDA,"Sepak Takraw, a Southeast Asian sport resembling 'foot volleyball,' is played with a rattan ball",0.13160771,0,0,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",What unique rule defines Ultimate Frisbee's gameplay ethics?,'Spirit of the Game' (self-refereeing),DistilBERT,self-refereeing,0.763952,0,0,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",What unique rule defines Ultimate Frisbee's gameplay ethics?,'Spirit of the Game' (self-refereeing),BERT,self-refereeing,0.763952,0,0,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",What unique rule defines Ultimate Frisbee's gameplay ethics?,'Spirit of the Game' (self-refereeing),RoBERTa,self-refereeing,0.763952,0,0,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",What unique rule defines Ultimate Frisbee's gameplay ethics?,'Spirit of the Game' (self-refereeing),Sentence-BERT,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc",0.23552506,0,0.095238095,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",What unique rule defines Ultimate Frisbee's gameplay ethics?,'Spirit of the Game' (self-refereeing),LDA,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc",0.23552506,0,0.095238095,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",Which Indian city hosted the first beach Ultimate tournaments?,Goa,DistilBERT,Goa,1.0000001,1,1,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",Which Indian city hosted the first beach Ultimate tournaments?,Goa,BERT,Goa,1.0000001,1,1,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",Which Indian city hosted the first beach Ultimate tournaments?,Goa,RoBERTa,Goa,1.0000001,1,1,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",Which Indian city hosted the first beach Ultimate tournaments?,Goa,Sentence-BERT,Beach Ultimate tournaments are popular in Goa,0.58131975,0,0.25,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",Which Indian city hosted the first beach Ultimate tournaments?,Goa,LDA,The Ultimate Players Association of India hosts national championships since 2012,0.23828436,0,0,,,,,,,,,,,,,,,,,,
sports,"Ultimate Frisbee, a growing urban sport, combines elements of football and basketball with a flying disc. The Ultimate Players Association of India hosts national championships since 2012. India debuted at the 2016 World Ultimate Club Championships. Mixed-gender teams (7 players) emphasize 'Spirit of the Game' (self-refereeing). Cities like Bangalore and Pune have active leagues. Beach Ultimate tournaments are popular in Goa. Challenges include lack of recognition as a 'serious sport' and minimal funding despite inclusion in 2022 Asian Games as a demonstration sport.",When did Ultimate debut in Asian Games?,2022 (demonstration sport),DistilBERT,2022,0.65102357,0,0.5,,,,,,,,,,,,,,,,,,
